id,full_name,url,language,license,topics,owner_type,description,stars_count,forks,issues_count,year,created_at,updated_at,contributors,languages
661811736,vaishnavilugade/Breast-Cancer-Detection-System,https://github.com/vaishnavilugade/Breast-Cancer-Detection-System,Python,,[],User,The Breast Cancer Detection System is an application developed to predict whether an input image represents a breast with cancer or not. It utilizes a deep learning model trained on a dataset of breast images to provide accurate predictions.,4,2,0,2023,2023-07-03T17:50:47Z,2023-07-05T01:11:35Z,['vaishnavilugade'],['Python']
661741181,x-dr/telegraph-Image,https://github.com/x-dr/telegraph-Image,CSS,MIT License,[],User,,4,4,0,2023,2023-07-03T14:37:30Z,2023-07-05T01:44:43Z,['x-dr'],"['CSS', 'HTML', 'JavaScript']"
661780312,TreeCityWes/VMPXMintTool,https://github.com/TreeCityWes/VMPXMintTool,Python,MIT License,[],User,VMPX Mint Tool on Ethereum ,4,4,0,2023,2023-07-03T16:19:55Z,2023-07-04T23:36:16Z,['TreeCityWes'],['Python']
661757966,shemmee/TikTok-UI-Clone,https://github.com/shemmee/TikTok-UI-Clone,JavaScript,MIT License,"['react', 'reactjs', 'tiktok', 'tiktok-app', 'tiktok-clone', 'tiktok-feed', 'tiktok-ui', 'web-app']",Organization,"This is a TikTok UI Clone that replicates the TikTok feed and its elements, including smooth video scrolling. Explore an interactive interface similar to Tiktok and enjoy a seamless browsing experience.",4,0,0,2023,2023-07-03T15:19:18Z,2023-07-04T18:57:03Z,['s-shemmee'],"['JavaScript', 'CSS', 'HTML']"
661718621,polskiyshkolnik35/faq,https://github.com/polskiyshkolnik35/faq,,,[],User,,4,5,0,2023,2023-07-03T13:44:59Z,2023-07-04T22:21:49Z,['polskiyshkolnik35'],[]
661880268,oraclesean/cloud-native-oracle,https://github.com/oraclesean/cloud-native-oracle,Shell,,"['cloud-native', 'cloud-native-database', 'container', 'container-image', 'containers', 'docker', 'docker-image', 'oracle', 'oracle-database', 'oracle-database-19c', 'oracle-database-docker']",User,"A repository of container image builds for Oracle databases, with support for Intel, Apple Silicon, and ARM processors.",4,0,0,2023,2023-07-03T21:56:01Z,2023-07-05T09:23:01Z,['oraclesean'],"['Shell', 'Dockerfile', 'Roff']"
661784140,yugo1337/thssertystyrstdytrytrtt,https://github.com/yugo1337/thssertystyrstdytrytrtt,,,[],User,,4,1,0,2023,2023-07-03T16:30:57Z,2023-07-03T16:36:20Z,['yugo1337'],[]
661784296,yugo1337/serysertyseyserersr,https://github.com/yugo1337/serysertyseyserersr,,,[],User,,4,0,0,2023,2023-07-03T16:31:21Z,2023-07-03T16:36:19Z,['No contributors'],[]
661798926,ayyadmarybe/gghc,https://github.com/ayyadmarybe/gghc,,,[],User,,4,5,0,2023,2023-07-03T17:12:42Z,2023-07-03T17:15:39Z,['ayyadmarybe'],[]
661675189,Natella7771/Binance-,https://github.com/Natella7771/Binance-,,,[],User,,4,0,0,2023,2023-07-03T11:55:20Z,2023-07-04T02:36:02Z,['Natella7771'],[]
661851547,fabio914/BeatmapVisionPro,https://github.com/fabio914/BeatmapVisionPro,Swift,MIT License,"['augmented-reality', 'beatsaber', 'mixed-reality', 'realitykit', 'swift', 'virtual-reality', 'vision-pro', 'visionos-app']",User,Beat Saber map visualizer for the Apple Vision Pro,4,0,0,2023,2023-07-03T19:59:42Z,2023-07-04T07:09:02Z,['fabio914'],"['Swift', 'Objective-C']"
661798930,evint424/gghc,https://github.com/evint424/gghc,,,[],User,,4,3,0,2023,2023-07-03T17:12:42Z,2023-07-03T17:14:33Z,['evint424'],[]
661870789,talant1337/instashop,https://github.com/talant1337/instashop,,,[],User,,4,3,0,2023,2023-07-03T21:13:53Z,2023-07-05T09:44:26Z,['talant1337'],[]
661655005,nazsynchuk/selenium,https://github.com/nazsynchuk/selenium,,,[],User,"To fill out a community entry form according to standard rules, you can use the Python selenium library along with a WebDriver, such as ChromeDriver, to automate the form filling process. Here's an example code using Selenium and ChromeDriver.",4,4,0,2023,2023-07-03T10:58:12Z,2023-07-04T12:21:08Z,['nazsynchuk'],[]
661676346,Natella7771/GPT,https://github.com/Natella7771/GPT,,,[],User,,4,0,0,2023,2023-07-03T11:58:30Z,2023-07-04T02:36:00Z,['No contributors'],[]
661550205,Shania2k/SStest1,https://github.com/Shania2k/SStest1,,,[],User,,4,3,0,2023,2023-07-03T06:08:10Z,2023-07-03T06:23:49Z,['Shania2k'],[]
661520100,FangWHao/THU-beamer-template,https://github.com/FangWHao/THU-beamer-template,TeX,GNU General Public License v3.0,[],User,A THU beamer template based on PKU beamer template,4,0,0,2023,2023-07-03T04:07:50Z,2023-07-05T09:27:40Z,['FangWHao'],['TeX']
661672499,Samikinani/Mail-csv-files-added-folder,https://github.com/Samikinani/Mail-csv-files-added-folder,Python,,[],User,sending  files added into a folder every 'x' time ,4,0,0,2023,2023-07-03T11:47:56Z,2023-07-03T22:05:15Z,['Samikinani'],['Python']
661721217,littlefish12345/socketv,https://github.com/littlefish12345/socketv,C++,MIT License,[],User,跨平台的cpp11 cmake socket库,4,0,0,2023,2023-07-03T13:51:06Z,2023-07-05T04:24:13Z,['littlefish12345'],"['C++', 'CMake']"
661498063,zhijingtech/expr,https://github.com/zhijingtech/expr,Go,Apache License 2.0,[],Organization,,4,0,0,2023,2023-07-03T02:30:57Z,2023-07-03T07:16:59Z,['ludanfeng'],"['Go', 'Makefile']"
661676742,Natella7771/Fin-plan,https://github.com/Natella7771/Fin-plan,,,[],User,,4,0,0,2023,2023-07-03T11:59:38Z,2023-07-04T02:35:59Z,['Natella7771'],[]
661784248,yugo1337/se5ysetyseths,https://github.com/yugo1337/se5ysetyseths,,,[],User,,4,0,0,2023,2023-07-03T16:31:13Z,2023-07-03T16:36:19Z,['No contributors'],[]
661594135,manucorporat/edge-functions-examples,https://github.com/manucorporat/edge-functions-examples,JavaScript,,[],User,,4,0,0,2023,2023-07-03T08:15:48Z,2023-07-03T17:53:15Z,"['Skn0tt', 'whitep4nth3r', 'philhawksworth', 'manucorporat', 'khendrikse']","['JavaScript', 'TypeScript', 'CSS', 'HTML']"
661540540,itorr/repeat-text,https://github.com/itorr/repeat-text,HTML,,[],User,重复文字生成器,4,0,0,2023,2023-07-03T05:33:01Z,2023-07-04T01:55:14Z,['itorr'],['HTML']
661758349,DeepGraphLearning/ProtST,https://github.com/DeepGraphLearning/ProtST,Python,,[],Organization,Camera-ready repo for ProtST,4,0,0,2023,2023-07-03T15:20:16Z,2023-07-04T04:32:51Z,['KatarinaYuan'],['Python']
661497747,misskey-dev/mahjong,https://github.com/misskey-dev/mahjong,,,[],Organization,,4,0,0,2023,2023-07-03T02:29:31Z,2023-07-04T03:50:27Z,['No contributors'],[]
661884143,necrodermius/NFT-Creator-Pro,https://github.com/necrodermius/NFT-Creator-Pro,,,"['nft', 'nft-2023', 'nft-airdrop', 'nft-art', 'nft-art-tools', 'nft-collection', 'nft-creator', 'nft-creator-pro', 'nft-draw', 'nft-gallery', 'nft-game', 'nft-make-tool', 'nft-maker', 'nft-maker-pro', 'nft-maker-tool', 'nft-maker-tools', 'nftools', 'nfts']",User,NFT Creator Pro,4,0,0,2023,2023-07-03T22:14:44Z,2023-07-03T23:13:51Z,['necrodermius'],[]
661660187,sjnjshsssss/1,https://github.com/sjnjshsssss/1,,,[],User,,4,2,0,2023,2023-07-03T11:13:13Z,2023-07-03T12:42:16Z,['sjnjshsssss'],[]
661700791,rc9000/lemmy-community-copy,https://github.com/rc9000/lemmy-community-copy,TypeScript,GNU Affero General Public License v3.0,[],User,Copy the communities you're following from one lemmy account to another,4,0,0,2023,2023-07-03T13:01:44Z,2023-07-04T12:12:00Z,['rc9000'],['TypeScript']
661831394,Keidi16/Ksecurity,https://github.com/Keidi16/Ksecurity,Python,,[],User,"KSecurity 1.0 É o meu projeto linux de segurança que tem como objectivo monitorar logs do servidor Apache e monitorar todas conexões são estabelecidos no sistema, a versão básica só tem duas funcionalidades. 1-Monitoramento de logs do servidor Apache. 2-Monitoramento de todas conexões que são abertas no sistema. ",4,0,0,2023,2023-07-03T18:51:12Z,2023-07-04T15:00:34Z,['Keidi16'],['Python']
661876577,Lestirey/Acrobat-Cracked-Version-Pro-2023,https://github.com/Lestirey/Acrobat-Cracked-Version-Pro-2023,,,"['acrobat', 'acrobat-adobe', 'acrobat-crack', 'acrobat-crack-', 'acrobat-crack-2023', 'acrobat-cracked', 'acrobat-javascript', 'acrobat-pro-free', 'acrobat-sign', 'adobe-acrobat', 'adobe-acrobat-2023', 'adobe-acrobat-crack', 'adobe-acrobat-dc-crack', 'adobe-acrobat-free', 'adobe-acrobat-pro', 'adobe-acrobat-pro-crack', 'adobe-acrobat-pro-dc', 'adobe-acrobat-pro-dc-crack', 'adobe-acrobat-pro-free']",User,Acrobat Cracked Version Pro 2023,4,0,0,2023,2023-07-03T21:38:41Z,2023-07-03T22:30:50Z,['Lestirey'],[]
661787970,aveao/avenet42,https://github.com/aveao/avenet42,Python,Other,[],User,An attempt to make a full-featured esp32-based CO2 sensor,4,0,0,2023,2023-07-03T16:41:59Z,2023-07-03T22:09:08Z,['aveao'],"['Python', 'JavaScript', 'HTML']"
661784204,yugo1337/sys5ys5ys5ys5ysy5,https://github.com/yugo1337/sys5ys5ys5ys5ysy5,,,[],User,,4,0,0,2023,2023-07-03T16:31:06Z,2023-07-03T16:36:20Z,['No contributors'],[]
661578472,dWH5i/werwe,https://github.com/dWH5i/werwe,,,[],User,,4,1,0,2023,2023-07-03T07:32:56Z,2023-07-03T07:41:32Z,['dWH5i'],[]
661755647,windymelt/akka-ap-siren,https://github.com/windymelt/akka-ap-siren,Scala,,[],User,,4,0,0,2023,2023-07-03T15:13:26Z,2023-07-05T03:06:26Z,['windymelt'],['Scala']
661784818,Krimson-Squad/ShadowCipher,https://github.com/Krimson-Squad/ShadowCipher,Python,MIT License,"['cli', 'krimson-squad', 'open-source', 'password-generator', 'password-list-generator', 'password-list-maker', 'rezy-dev']",Organization,"A simple tool that allows you to generate wordlists based on first and last names. It provides various patterns and variations to create a wide range of potential words for password cracking, data analysis, or other purposes.",4,1,0,2023,2023-07-03T16:32:45Z,2023-07-05T10:37:52Z,"['Rezy-Dev', 'devsdenepal']",['Python']
661798927,aishapeare4/gghc,https://github.com/aishapeare4/gghc,,,[],User,,4,5,0,2023,2023-07-03T17:12:42Z,2023-07-03T17:15:39Z,['aishapeare4'],[]
661679760,sb-ai-lab/TDL-test,https://github.com/sb-ai-lab/TDL-test,,,[],Organization,test of transferring repository to organization,4,3,2,2023,2023-07-03T12:07:34Z,2023-07-03T14:49:06Z,"['FuTSy13', 'boroviee']",[]
661550204,Katecrazy/Ktest1,https://github.com/Katecrazy/Ktest1,,,[],User,,4,3,0,2023,2023-07-03T06:08:10Z,2023-07-03T06:13:07Z,['Katecrazy'],[]
661743977,1liochka1/zerion_dna_minter,https://github.com/1liochka1/zerion_dna_minter,Python,,[],User,,4,4,0,2023,2023-07-03T14:44:35Z,2023-07-04T18:20:48Z,['1liochka1'],['Python']
661717498,zakyson40/12ss,https://github.com/zakyson40/12ss,,,[],User,,4,5,0,2023,2023-07-03T13:42:05Z,2023-07-04T22:21:49Z,['zakyson40'],[]
661798923,valcinleis/gghc,https://github.com/valcinleis/gghc,,,[],User,,4,5,0,2023,2023-07-03T17:12:42Z,2023-07-03T17:15:39Z,['valcinleis'],[]
661694398,Akascape/CTkXYFrame,https://github.com/Akascape/CTkXYFrame,Python,MIT License,"['customtkinter', 'tkinter', 'tkinter-gui', 'tkinter-python']",User,A better scrollable frame for customtkinter. ,4,0,0,2023,2023-07-03T12:45:34Z,2023-07-03T19:14:53Z,['Akascape'],['Python']
661833726,juliaRufino/siteStarbucks,https://github.com/juliaRufino/siteStarbucks,CSS,,[],User,"Site divulgando a cafeteria Starbucks, desenvolvida no intuito de apenas treinar as minhas habilidades em CSS, HTML e JavaScript.",4,0,0,2023,2023-07-03T18:58:27Z,2023-07-05T06:52:36Z,['juliaRufino'],"['CSS', 'HTML', 'JavaScript']"
661686116,qnscholar/zotero-if,https://github.com/qnscholar/zotero-if,,,[],User,,4,0,0,2023,2023-07-03T12:24:31Z,2023-07-04T06:20:34Z,['qnscholar'],[]
661719121,varashgarage/zzzs,https://github.com/varashgarage/zzzs,,,[],User,,4,5,0,2023,2023-07-03T13:46:02Z,2023-07-04T22:21:49Z,['varashgarage'],[]
661896688,kaycidot/KayCiDot,https://github.com/kaycidot/KayCiDot,,,[],User,Gave u my heart this year save me from tears,4,0,0,2023,2023-07-03T23:21:29Z,2023-07-03T23:22:58Z,['No contributors'],[]
661883769,necrodermius/Crypto-CPU-Miner-2023,https://github.com/necrodermius/Crypto-CPU-Miner-2023,,,"['crypto', 'crypto-miner', 'crypto-miner-2023', 'crypto-minig', 'crypto-mining', 'crypto-mining-program', 'cryptocurrencies', 'cryptocurrency', 'cryptomining', 'litecoin-mining', 'ltc-mining', 'miner', 'miner-cpu', 'miner-crypto', 'miners', 'mining-bitcoin', 'mining-litecoin', 'mining-ltc']",User,Crypto-CPU-Miner-2023,4,0,0,2023,2023-07-03T22:12:52Z,2023-07-03T23:48:01Z,['necrodermius'],[]
661544797,LancasterLi/RefSAM,https://github.com/LancasterLi/RefSAM,,,[],User,,4,0,0,2023,2023-07-03T05:49:06Z,2023-07-04T08:35:20Z,['LancasterLi'],[]
661533029,Hetosk1/Restaurant-bill-generator,https://github.com/Hetosk1/Restaurant-bill-generator,PHP,,[],User,A bill generator built using PHP & MySQL that can generate bills in PDF formats also with a built in Admin Panel,4,0,0,2023,2023-07-03T05:02:46Z,2023-07-04T14:11:41Z,['Hetosk1'],"['PHP', 'HTML', 'CSS']"
661582155,lola-pola/ailola,https://github.com/lola-pola/ailola,Python,MIT License,[],Organization,ai,4,2,0,2023,2023-07-03T07:43:12Z,2023-07-03T15:35:30Z,"['shdowofdeath', 'MatanAmoyal1']",['Python']
661798652,MM-Maisuradze/Calculator,https://github.com/MM-Maisuradze/Calculator,JavaScript,,[],User,,4,0,0,2023,2023-07-03T17:11:54Z,2023-07-03T18:29:38Z,['MM-Maisuradze'],"['JavaScript', 'HTML', 'CSS']"
661673131,Natella7771/Crypto,https://github.com/Natella7771/Crypto,,,[],User,,4,0,0,2023,2023-07-03T11:49:37Z,2023-07-04T02:36:02Z,['No contributors'],[]
661550207,Shantyka/Sctest1,https://github.com/Shantyka/Sctest1,,,[],User,,4,3,0,2023,2023-07-03T06:08:10Z,2023-07-03T06:24:41Z,['Shantyka'],[]
661687589,JaffarAman/Learning-Nest-JS,https://github.com/JaffarAman/Learning-Nest-JS,TypeScript,,[],User,"Nest Js modules, Controller, Provider",4,1,0,2023,2023-07-03T12:28:35Z,2023-07-04T19:25:31Z,['JaffarAman'],"['TypeScript', 'JavaScript']"
661553087,klimunya/xLaunchpad,https://github.com/klimunya/xLaunchpad,,,[],User,srghsxfghxvndxfjdrtjx xfghsxfht zshtsjkllds s,4,6,0,2023,2023-07-03T06:17:36Z,2023-07-04T19:38:38Z,['klimunya'],[]
661668908,Daniel-Boll/foliage_finder,https://github.com/Daniel-Boll/foliage_finder,Python,,[],User,Foliage classifier algorithm without a CNN.,4,0,0,2023,2023-07-03T11:37:24Z,2023-07-04T02:28:54Z,['Daniel-Boll'],"['Python', 'Shell', 'Makefile']"
661660526,dishapatel010/PaLM,https://github.com/dishapatel010/PaLM,HTML,MIT License,"['chatbot', 'google', 'palm', 'palm-api']",User,interacts with Google's PaLM Chat API.,4,1,0,2023,2023-07-03T11:14:07Z,2023-07-04T03:28:48Z,['dishapatel010'],['HTML']
661580457,coinhall/cosmes,https://github.com/coinhall/cosmes,TypeScript,GNU General Public License v3.0,[],Organization,"A tree-shakeable, framework agnostic, pure ESM alternative of CosmJS and Cosmos Kit.",4,0,0,2023,2023-07-03T07:38:27Z,2023-07-04T08:55:14Z,['AaronCQL'],"['TypeScript', 'JavaScript']"
661735887,TristanCacqueray/simple-dsp,https://github.com/TristanCacqueray/simple-dsp,Haskell,Apache License 2.0,[],User,A simple digital signal processor,4,0,0,2023,2023-07-03T14:24:48Z,2023-07-04T15:44:49Z,['TristanCacqueray'],"['Haskell', 'Nix', 'Shell', 'Dhall']"
661630939,LordOfTrident/emlang,https://github.com/LordOfTrident/emlang,C,GNU General Public License v3.0,[],User,A stack-based emoticon esolang,4,0,0,2023,2023-07-03T09:51:34Z,2023-07-03T11:12:26Z,['LordOfTrident'],"['C', 'Makefile']"
661632937,henryegle9/main,https://github.com/henryegle9/main,,,[],User,,4,0,0,2023,2023-07-03T09:56:44Z,2023-07-03T14:57:53Z,['No contributors'],[]
661675728,Natella7771/Trust-Wallet,https://github.com/Natella7771/Trust-Wallet,,,[],User,,4,0,0,2023,2023-07-03T11:56:50Z,2023-07-04T02:36:01Z,['No contributors'],[]
661875816,Lestirey/Bandicam-Full-Version-Crack-2023,https://github.com/Lestirey/Bandicam-Full-Version-Crack-2023,,,"['bandicam', 'bandicam-crack', 'bandicam-crack-2023', 'bandicam-crack-descargar', 'bandicam-crack-download', 'bandicam-crack-free', 'bandicam-crack-free-download', 'bandicam-crack-full', 'bandicam-crack-gratis', 'bandicam-crack-version', 'bandicam-cracked', 'bandicam-download', 'bandicam-free', 'bandicam-free-download']",User,Bandicam Full Version Crack 2023,4,0,0,2023,2023-07-03T21:35:22Z,2023-07-03T22:30:46Z,['Lestirey'],[]
661482967,dayCod/count-trees,https://github.com/dayCod/count-trees,PHP,,[],User,"Count-trees presents a list of countries in the form of country names, country codes, country mobile codes and country icons, why Count-trees because over time the hope is that the population of plants in various countries will not decrease so that there is no globalization",4,0,0,2023,2023-07-03T01:20:11Z,2023-07-04T13:51:39Z,['dayCod'],['PHP']
661776650,karmakrafts/application-template,https://github.com/karmakrafts/application-template,CMake,Apache License 2.0,"['c', 'cmake', 'cplusplus', 'cpp', 'cpp17', 'cpp20', 'example', 'make', 'quick', 'template']",Organization,CMake application template project using the Karma Krafts CMake infrastructure.,3,0,0,2023,2023-07-03T16:09:22Z,2023-07-03T19:00:46Z,['KitsuneAlex'],"['CMake', 'C++']"
661627793,ImperialCollegeLondon/M1F-explained,https://github.com/ImperialCollegeLondon/M1F-explained,Lean,Apache License 2.0,[],Organization,"A computer formalisation of parts of Martin Liebeck's book ""a concise introduction to pure mathematics""",3,0,0,2023,2023-07-03T09:43:26Z,2023-07-03T20:33:32Z,['kbuzzard'],['Lean']
661721560,wlcdfisss/Tuisnmkl,https://github.com/wlcdfisss/Tuisnmkl,,,[],User,,3,1,0,2023,2023-07-03T13:51:54Z,2023-07-03T13:57:28Z,['wlcdfisss'],[]
661721633,sapphireedrwew/CSsuioom,https://github.com/sapphireedrwew/CSsuioom,,,[],User,,3,1,0,2023,2023-07-03T13:52:01Z,2023-07-03T13:57:48Z,['sapphireedrwew'],[]
661577954,vpTm6/sfdsdfds,https://github.com/vpTm6/sfdsdfds,,,[],User,,3,2,0,2023,2023-07-03T07:31:21Z,2023-07-03T15:09:40Z,['vpTm6'],[]
661767884,akumaiya/check1,https://github.com/akumaiya/check1,,,[],User,,3,1,0,2023,2023-07-03T15:44:20Z,2023-07-03T15:46:17Z,['akumaiya'],[]
661672547,martatarro/9812753679,https://github.com/martatarro/9812753679,,,[],User,,3,3,0,2023,2023-07-03T11:48:04Z,2023-07-03T11:59:12Z,['martatarro'],[]
661765055,james-elicx/cf-bindings-proxy,https://github.com/james-elicx/cf-bindings-proxy,TypeScript,MIT License,[],User,Experimental proxy for interfacing with bindings in projects targeting Cloudflare Pages,3,0,0,2023,2023-07-03T15:36:32Z,2023-07-04T12:40:14Z,"['james-elicx', 'github-actions[bot]']","['TypeScript', 'JavaScript']"
661665375,pricklygorse/Inkscape-Unroll-to-Straight-Extension,https://github.com/pricklygorse/Inkscape-Unroll-to-Straight-Extension,Python,,"['inkscape', 'inkscape-extension', 'inkscape-plugin', 'inkscape-svg', 'myog', 'sewing', 'sewing-patterns']",User,"Unroll a path/shape into a straight line, maintaining node spacings",3,0,0,2023,2023-07-03T11:27:35Z,2023-07-05T02:12:09Z,['pricklygorse'],['Python']
661863485,fredi-python/ClipDropSDXL,https://github.com/fredi-python/ClipDropSDXL,Python,,[],User,Selenium Wrapper for ClipDrop: Unlocking High-Resolution Text-to-Image Creation with StableDiffusionXL (SDXL),3,0,1,2023,2023-07-03T20:44:03Z,2023-07-05T06:45:20Z,['fredi-python'],"['Python', 'Makefile']"
661687866,oscaem/ARIS-Echoes,https://github.com/oscaem/ARIS-Echoes,,,"['ai', 'azure', 'game-development', 'immersive', 'unreal-engine-5']",User,"ARIS: Echoes is a demo game that showcases the use of AI-powered NPCs in a story-driven experience. Discover a lost planet with your robot companion ARIS and work together to escape back to earth. (Currently mainly available in German. Is currently being localized). Powered by GPT-4, Azure TTS & Unreal Engine 5",3,0,0,2023,2023-07-03T12:29:13Z,2023-07-03T15:25:01Z,['oscaem'],[]
661831527,tyler-morrison/nx-xstate,https://github.com/tyler-morrison/nx-xstate,TypeScript,MIT License,[],User,Nx XState,3,0,1,2023,2023-07-03T18:51:31Z,2023-07-04T04:22:45Z,['tyler-morrison'],"['TypeScript', 'JavaScript']"
661745528,OpposedDeception/xtremeshell,https://github.com/OpposedDeception/xtremeshell,C,,[],User, xtremeshell is a simple shell written on C to understand its basics,3,0,0,2023,2023-07-03T14:48:17Z,2023-07-03T18:25:18Z,['OpposedDeception'],['C']
661535648,timfame-codespace/zora,https://github.com/timfame-codespace/zora,Python,,[],User,,3,1,0,2023,2023-07-03T05:13:52Z,2023-07-04T16:53:28Z,['timfame-codespace'],['Python']
661532036,ML-TANGO/TaaS,https://github.com/ML-TANGO/TaaS,,,[],User,public repo for TaaS (TANGO as a Service) ,3,0,0,2023,2023-07-03T04:58:51Z,2023-07-03T07:28:39Z,['hongsoog'],[]
661505824,maiyeubame/Mai2,https://github.com/maiyeubame/Mai2,,"BSD 3-Clause ""New"" or ""Revised"" License",[],User,D,3,1,0,2023,2023-07-03T03:04:08Z,2023-07-03T03:17:53Z,['maiyeubame'],[]
661699266,arnoldleopeo/6435,https://github.com/arnoldleopeo/6435,,,[],User,534534253,3,3,0,2023,2023-07-03T12:58:00Z,2023-07-03T13:02:43Z,['arnoldleopeo'],[]
661790074,f0lio/discontext,https://github.com/f0lio/discontext,TypeScript,MIT License,"['discord-bot', 'openai', 'semantic-search', 'vector-database', 'vector-search', 'word-embeddings']",User,Simple Discord Bot that allows you to search for messages semantically. (using OpenAI’s text embeddings),3,0,0,2023,2023-07-03T16:47:42Z,2023-07-04T14:32:07Z,['f0lio'],"['TypeScript', 'Shell']"
661880651,conaxstore/Topaz-Gigapixel-AI-2023-Cracked,https://github.com/conaxstore/Topaz-Gigapixel-AI-2023-Cracked,,,"['affiliate', 'ai', 'chatgpt', 'topaz', 'topaz-gigapixel', 'topaz-gigapixel-ai-crack', 'topaz-gigapixel-ai-crack-2023', 'topaz-gigapixel-ai-cracked', 'topaz-gigapixel-ai-free', 'topaz-gigapixel-crack', 'topaz-gigapixel-crack-2023', 'topaz-gigapixel-cracked', 'topaz-gigapixel-free-download', 'topaz-theme']",User,Topaz Gigapixel AI 2023 Cracked,3,0,0,2023,2023-07-03T21:57:50Z,2023-07-04T12:34:42Z,['conaxstore'],[]
661731876,Dins2344/EventZone-2ndProject,https://github.com/Dins2344/EventZone-2ndProject,TypeScript,,[],User,event management platform build up on complete MERN full stack,3,0,0,2023,2023-07-03T14:15:23Z,2023-07-03T14:29:19Z,['Dins2344'],"['TypeScript', 'JavaScript', 'HTML', 'CSS']"
661632537,devlive-community/openai-java-sdk,https://github.com/devlive-community/openai-java-sdk,Java,MIT License,"['chatgpt', 'java', 'openai', 'sdk']",Organization,"Provides Java developers with a convenient, easy-to-use SDK to interact with OpenAI's apis.",3,1,1,2023,2023-07-03T09:55:42Z,2023-07-05T03:57:30Z,['qianmoQ'],"['Java', 'Shell']"
661857243,Noureldin2303/noureldinfarag,https://github.com/Noureldin2303/noureldinfarag,JavaScript,MIT License,"['animations', 'blender', 'github-pages', 'js', 'jsx', 'learn', 'react-fiber', 'reactjs', 'student-vscode', 'threejs']",User,Noureldin Farag 3D Portfolio using Threejs ,3,0,0,2023,2023-07-03T20:20:09Z,2023-07-04T17:00:14Z,"['Noureldin2303', 'dependabot[bot]']","['JavaScript', 'HTML', 'CSS']"
661900054,Nickersoft/oa,https://github.com/Nickersoft/oa,TypeScript,,"['command-line', 'end-to-end-testing', 'monkey-testing', 'performance', 'puppeteer', 'sellenium', 'testing']",User,Dead-simple monkey testing on the command-line 🦍,3,0,0,2023,2023-07-03T23:40:51Z,2023-07-04T22:59:19Z,['Nickersoft'],['TypeScript']
661578953,ixblue/rosbridge_server_cpp,https://github.com/ixblue/rosbridge_server_cpp,C++,MIT License,[],Organization,c++ rosbridge server,3,0,0,2023,2023-07-03T07:34:20Z,2023-07-05T09:14:18Z,"['romainreignier', 'Axel13fr']","['C++', 'HTML', 'CMake', 'Python']"
661511720,dsdanielpark/all-about-llm,https://github.com/dsdanielpark/all-about-llm,,,"['large-language-model', 'llm', 'nlp']",User,"dsdanielpark's curation and categorization of resources on large language models, along with documentation.",3,0,0,2023,2023-07-03T03:30:18Z,2023-07-05T03:53:35Z,['dsdanielpark'],[]
661506228,maiyeubame/Mai5,https://github.com/maiyeubame/Mai5,,Creative Commons Zero v1.0 Universal,[],User,Fv,3,1,0,2023,2023-07-03T03:05:47Z,2023-07-03T03:17:51Z,['maiyeubame'],[]
661573290,liMgkasd/liMgkasdf,https://github.com/liMgkasd/liMgkasdf,,,[],User,,3,2,0,2023,2023-07-03T07:18:42Z,2023-07-03T07:35:47Z,['liMgkasd'],[]
661768018,akumaiya/check4,https://github.com/akumaiya/check4,,,[],User,,3,0,0,2023,2023-07-03T15:44:42Z,2023-07-03T15:46:16Z,['No contributors'],[]
661767947,akumaiya/check2,https://github.com/akumaiya/check2,,,[],User,,3,0,0,2023,2023-07-03T15:44:31Z,2023-07-03T15:46:17Z,['No contributors'],[]
661596545,DavyCraft648/Crawling,https://github.com/DavyCraft648/Crawling,PHP,MIT License,[],User,Crawl inside 1 block like in Minecraft Java,3,1,1,2023,2023-07-03T08:22:09Z,2023-07-04T06:34:23Z,"['DavyCraft648', 'poggit-bot']",['PHP']
661514228,BrucelD14/SWOT-Analysis-laravel,https://github.com/BrucelD14/SWOT-Analysis-laravel,PHP,,[],User,Web SWOT Analysis dengan Laravel dan Filament,3,0,0,2023,2023-07-03T03:41:36Z,2023-07-03T15:13:26Z,['BrucelD14'],"['PHP', 'Blade', 'JavaScript', 'CSS']"
661669303,Kylitrynev/Quintiert,https://github.com/Kylitrynev/Quintiert,,,[],User,,3,3,0,2023,2023-07-03T11:38:35Z,2023-07-03T13:44:07Z,['Kylitrynev'],[]
661785262,dannyrobrom/CSharp_Compiler,https://github.com/dannyrobrom/CSharp_Compiler,Shell,GNU General Public License v3.0,"['automation', 'csharp', 'dotnet']",User,Workaround for the needlessly overcomplicated .NET framework and compilation of C# code,3,0,0,2023,2023-07-03T16:34:02Z,2023-07-03T21:50:57Z,['dannyrobrom'],"['Shell', 'Batchfile']"
661857885,GiovaneIwamoto/tomasulo-simulator,https://github.com/GiovaneIwamoto/tomasulo-simulator,C++,GNU General Public License v3.0,[],User,🧲 Tomasulo Simulator - A speculative TFSim with a GUI,3,0,0,2023,2023-07-03T20:22:22Z,2023-07-04T15:06:54Z,"['GiovaneIwamoto', 'Reshzera', 'mtguerson']","['C++', 'Python', 'Makefile', 'Shell']"
661764244,felixbrock/lemonai-analytics,https://github.com/felixbrock/lemonai-analytics,Jupyter Notebook,Apache License 2.0,[],User,Gain transparency on how your LLM agents are using the Lemon AI tool gateway,3,0,0,2023,2023-07-03T15:34:21Z,2023-07-03T23:12:28Z,['felixbrock'],['Jupyter Notebook']
